Code,Year,Estimate,MOE,source,sumlevel,geoid,county,state,st,cnty,fips,Line_Type,Tenure,Household income,Household type,Cost burden
T7_est32,2019,20,22,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 50%
T7_est33,2019,55,32,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is large family (5 or more persons),All
T7_est34,2019,30,30,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is large family (5 or more persons),housing cost burden is less than or equal to 30%
T7_est35,2019,25,35,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 30% but less than or equal to 50%
T7_est36,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 50%
T7_est37,2019,250,121,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is elderly non-family,All
T7_est38,2019,125,70,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is elderly non-family,housing cost burden is less than or equal to 30%
T7_est39,2019,65,69,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is elderly non-family,housing cost burden is greater than 30% but less than or equal to 50%
T7_est40,2019,60,49,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,household type is elderly non-family,housing cost burden is greater than 50%
T7_est41,2019,120,126,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,other household type (non-elderly non-family),All
T7_est42,2019,25,19,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,other household type (non-elderly non-family),housing cost burden is less than or equal to 30%
T7_est43,2019,4,5,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 30% but less than or equal to 50%
T7_est44,2019,95,127,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 30% but less than or equal to 50% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 50%
T7_est45,2019,1670,343,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,All,All
T7_est46,2019,410,167,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",All
T7_est47,2019,300,162,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is less than or equal to 30%
T7_est48,2019,45,44,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est49,2019,65,61,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 50%
T7_est50,2019,620,203,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",All
T7_est51,2019,320,133,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is less than or equal to 30%
T7_est52,2019,290,151,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est53,2019,10,16,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 50%
T7_est54,2019,135,82,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is large family (5 or more persons),All
T7_est55,2019,45,46,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is large family (5 or more persons),housing cost burden is less than or equal to 30%
T7_est56,2019,85,85,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 30% but less than or equal to 50%
T7_est57,2019,4,6,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 50%
T7_est58,2019,310,145,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is elderly non-family,All
T7_est59,2019,175,86,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is elderly non-family,housing cost burden is less than or equal to 30%
T7_est60,2019,125,124,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is elderly non-family,housing cost burden is greater than 30% but less than or equal to 50%
T7_est61,2019,10,14,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,household type is elderly non-family,housing cost burden is greater than 50%
T7_est62,2019,195,100,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,other household type (non-elderly non-family),All
T7_est63,2019,155,83,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,other household type (non-elderly non-family),housing cost burden is less than or equal to 30%
T7_est64,2019,40,57,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 30% but less than or equal to 50%
T7_est65,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 50% but less than or equal to 80% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 50%
T7_est66,2019,1060,240,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,All,All
T7_est67,2019,345,120,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",All
T7_est68,2019,255,111,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is less than or equal to 30%
T7_est69,2019,65,71,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est70,2019,25,34,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 50%
T7_est71,2019,490,182,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",All
T7_est72,2019,330,119,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is less than or equal to 30%
T7_est73,2019,165,106,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est74,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 50%
T7_est75,2019,115,54,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,household type is large family (5 or more persons),All
T7_est76,2019,115,55,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,household type is large family (5 or more persons),housing cost burden is less than or equal to 30%
T7_est77,2019,4,6,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 30% but less than or equal to 50%
T7_est78,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 50%
T7_est79,2019,55,37,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,household type is elderly non-family,All
T7_est80,2019,40,32,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,household type is elderly non-family,housing cost burden is less than or equal to 30%
T7_est81,2019,10,19,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,household type is elderly non-family,housing cost burden is greater than 30% but less than or equal to 50%
T7_est82,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,household type is elderly non-family,housing cost burden is greater than 50%
T7_est83,2019,50,59,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,other household type (non-elderly non-family),All
T7_est84,2019,10,14,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,other household type (non-elderly non-family),housing cost burden is less than or equal to 30%
T7_est85,2019,40,56,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 30% but less than or equal to 50%
T7_est86,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 80% but less than or equal to 100% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 50%
T7_est87,2019,4640,376,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 100% of HAMFI,All,All
T7_est88,2019,990,190,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",All
T7_est89,2019,955,193,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is less than or equal to 30%
T7_est90,2019,35,27,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est91,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 50%
T7_est92,2019,2490,304,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",All
T7_est93,2019,2415,313,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is less than or equal to 30%
T7_est94,2019,75,77,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est95,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 50%
T7_est96,2019,330,106,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 100% of HAMFI,household type is large family (5 or more persons),All
T7_est97,2019,320,106,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is large family (5 or more persons),housing cost burden is less than or equal to 30%
T7_est98,2019,10,16,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 30% but less than or equal to 50%
T7_est99,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 50%
T7_est100,2019,175,70,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 100% of HAMFI,household type is elderly non-family,All
T7_est101,2019,175,70,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is elderly non-family,housing cost burden is less than or equal to 30%
T7_est102,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is elderly non-family,housing cost burden is greater than 30% but less than or equal to 50%
T7_est103,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,household type is elderly non-family,housing cost burden is greater than 50%
T7_est104,2019,655,191,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Owner occupied,household income is greater than 100% of HAMFI,other household type (non-elderly non-family),All
T7_est105,2019,555,164,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,other household type (non-elderly non-family),housing cost burden is less than or equal to 30%
T7_est106,2019,100,76,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 30% but less than or equal to 50%
T7_est107,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Owner occupied,household income is greater than 100% of HAMFI,other household type (non-elderly non-family),housing cost burden is greater than 50%
T7_est108,2019,2275,377,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Renter occupied,All,All,All
T7_est109,2019,415,119,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Renter occupied,household income is less than or equal to 30% of HAMFI,All,All
T7_est110,2019,20,33,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",All
T7_est111,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is less than or equal to 30%
T7_est112,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est113,2019,20,33,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is elderly family (2 persons, with either or both age 62 or over)",housing cost burden is greater than 50%
T7_est114,2019,130,68,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",All
T7_est115,2019,50,45,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is less than or equal to 30%
T7_est116,2019,30,33,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 30% but less than or equal to 50%
T7_est117,2019,45,56,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,"household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",housing cost burden is greater than 50%
T7_est118,2019,40,43,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is large family (5 or more persons),All
T7_est119,2019,20,31,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is large family (5 or more persons),housing cost burden is less than or equal to 30%
T7_est120,2019,0,26,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 30% but less than or equal to 50%
T7_est121,2019,20,32,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is large family (5 or more persons),housing cost burden is greater than 50%
T7_est122,2019,120,60,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Subtotal,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is elderly non-family,All
T7_est123,2019,50,38,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is elderly non-family,housing cost burden is less than or equal to 30%
T7_est124,2019,25,22,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is elderly non-family,housing cost burden is greater than 30% but less than or equal to 50%
T7_est125,2019,50,45,2015thru2019,050,05000US51033,Caroline County, Virginia,51,033,51033,Detail,Renter occupied,household income is less than or equal to 30% of HAMFI,household type is elderly non-family,housing cost burden is greater than 50%
