"MLS #","Cat","Status","Address","Zip Code","County","Structure Type","Total Finished SQFT","Beds","Bathrooms Full","Bathrooms Half","On Market Date","Close Date","List Price","Close Price","DOM","CDOM","Sale Type","Close Sale Type","Buyer Financing","Lot Size Acres","Year Built","New Construction YN","Year Major Reno/Remodel","Property Condition","Subdivision/Neighborhood","Legal Subdivision"
"650577","RES","CLS","15048 Madison Run Rd","22942","Orange, VA","Detached","2,477","4","3","0","","04/19/24","$340,000.00","$340,000","2","2","Standard","","Conventional","3.20","1978","No","","","UNKNOWN","KRISTI ACRES"
"VAOR2006600","RES","CLS","6021 Burr Hill Rd","22542","Orange, VA","Manufactured","1,568","3","2","","03/27/2024","04/12/24","$265,000.00","$272,500","6","6","Standard","Standard Sale","Cash","2.16","1990","No","","","BROWNING ESTATES","BROWNING ESTATE"
"VAOR2006444","RES","CLS","904 Lakeview Pkwy","22508","Orange, VA","Detached","984","3","2","","03/20/2024","04/22/24","$285,000.00","$300,000","3","3","Standard","Standard Sale","Conventional","0.00","1987","No","","","LAKE OF THE WOODS",""
"VAOR2006520","RES","CLS","110 Indian Hills Rd","22508","Orange, VA","Detached","3,363","4","3","","04/24/2024","04/24/24","$538,000.00","$538,000","8","8","Standard","Standard Sale","VA","0.00","2015","No","","","LAKE OF THE WOODS",""
"VAOR2006566","RES","CLS","102 Carlyle Ct","22508","Orange, VA","Detached","1,723","3","3","","03/10/2024","04/15/24","$339,000.00","$345,500","2","2","Standard","Standard Sale","FHA","0.00","1989","No","","","LAKE OF THE WOODS",""
"VAOR2006546","RES","CLS","12195 Montford Rd","22960","Orange, VA","Detached","1,152","3","3","","03/13/2024","04/11/24","$399,900.00","$389,000","7","7","Standard","Standard Sale","Conventional","2.97","1951","No","","","NONE AVAILABLE",""
"VAOR2006540","RES","CLS","151 Monticello Cir","22508","Orange, VA","Detached","1,448","3","2","","03/11/2024","04/03/24","$329,900.00","$330,000","3","3","Standard","Standard Sale","Conventional","0.38","1991","No","","Average","LAKE OF THE WOODS",""
"VAOR2006534","RES","CLS","25466 Jabo Ln","22542","Orange, VA","Detached","1,794","3","2","","03/14/2024","04/11/24","$475,000.00","$475,000","3","3","Standard","Standard Sale","VA","2.09","2021","No","","Excellent","PEABODY FOREST","PEABODY FOREST"
"VAOR2006522","RES","CLS","24138 Ida Mae Ln","22567","Orange, VA","Manufactured","1,376","3","2","","03/29/2024","04/26/24","$325,000.00","$322,500","30","30","Standard","Standard Sale","USDA","2.27","2012","No","","Very Good","NONE AVAILABLE",""
"VAOR2006506","RES","CLS","126 Washington St","22508","Orange, VA","Detached","2,080","3","2","0","03/10/2024","04/09/24","$474,900.00","$474,900","11","11","Standard","Standard Sale","Conventional","0.52","2006","No","","","LAKE OF THE WOODS",""
"VAOR2006518","RES","CLS","1506 Tina Lynn Ct","22508","Orange, VA","Detached","2,292","4","3","1","03/08/2024","03/26/24","$419,900.00","$420,000","8","8","Standard","Standard Sale","FHA","0.11","2006","No","","Very Good","SOMERSET","SOMERSET"
"VAOR2006512","RES","CLS","433 Yorktown Blvd","22508","Orange, VA","Detached","1,456","3","2","","04/08/2024","04/30/24","$309,000.00","$309,000","11","11","Standard","Standard Sale","VA","0.00","1990","No","","","LAKE OF THE WOODS",""
"VAOR2006480","RES","CLS","172 Peliso","22960","Orange, VA","Detached","1,500","3","2","","02/23/2024","04/03/24","$315,000.00","$315,000","1","1","Standard","Standard Sale","Conventional","0.56","2023","Yes","","Excellent","TOWN OF ORANGE",""
"VAOR2006484","RES","CLS","211 Washington St","22508","Orange, VA","Detached","2,277","3","2","","02/26/2024","03/29/24","$415,000.00","$430,427","4","4","Standard","Standard Sale","VA","0.34","2001","No","","","LAKE OF THE WOODS",""
"VAOR2006440","RES","CLS","10494 Dulin Ln","22508","Orange, VA","Detached","2,430","4","2","1","03/07/2024","03/20/24","$375,000.00","$380,000","3","3","Standard","Standard Sale","VA","1.08","1979","No","","Very Good","MINE RUN","MINE RUN"
"VAOR2006486","RES","CLS","110 Chesterfield Ct","22508","Orange, VA","Detached","2,206","4","2","1","03/01/2024","03/22/24","$447,900.00","$444,900","9","129","Standard","Standard Sale","VA","0.39","2024","Yes","","Excellent","LAKE OF THE WOODS",""
"VAOR2006472","RES","CLS","1488 Honor Pl","22508","Orange, VA","Detached","2,746","4","3","1","02/25/2024","04/09/24","$425,000.00","$426,100","5","5","Standard","Standard Sale","FHA","0.13","2007","No","","","SOMERSET","SOMERSET"
"VAOR2006470","RES","CLS","260 Berry St","22960","Orange, VA","Detached","1,168","4","2","","03/23/2024","04/10/24","$275,000.00","$275,000","15","15","Standard","Standard Sale","Conventional","0.52","1974","No","2024","Very Good","METES & BOUNDS",""
"VAOR2006452","RES","CLS","18639 Lahore Rd","22960","Orange, VA","Detached","920","3","1","","02/23/2024","03/14/24","$158,700.00","$161,000","5","5","Standard","Standard Sale","Cash","1.00","1972","No","","","NONE AVAILABLE","FOX DEN"
"649721","RES","CLS","117 S Madison St","22960","Orange, VA","Detached","1,798","4","2","0","","03/28/24","$355,000.00","$365,000","5","5","Standard","","USDA","0.25","1956","No","","","UNKNOWN",""
"VAOR2006456","RES","CLS","415 Park St.","22942","Orange, VA","Detached","896","2","1","","02/23/2024","03/13/24","$95,000.00","$114,000","6","6","Standard","Standard Sale","Cash","0.00","1971","No","","","TOWN OF GORDONSVILLE",""
"VAOR2006438","RES","CLS","129 Jefferson Ave","22508","Orange, VA","Detached","1,793","3","2","1","02/28/2024","03/26/24","$350,000.00","$350,000","7","7","Standard","Standard Sale","FHA","0.00","1992","No","","","LAKE OF THE WOODS",""
"VAOR2006378","RES","CLS","32191 Old Plank Rd","22508","Orange, VA","Detached","2,204","3","2","1","03/08/2024","04/09/24","$479,900.00","$485,900","22","22","Standard","Standard Sale","VA","2.00","2018","No","","Excellent","MINE RUN","MINE RUN"
"VAOR2006448","RES","CLS","35277 Overlook Dr","22508","Orange, VA","Detached","2,218","4","2","1","03/06/2024","03/29/24","$424,900.00","$424,900","20","77","Standard","Standard Sale","FHA","0.12","2004","No","","","SOMERSET","SOMERSET"
"VAOR2006454","RES","CLS","119 Saylers Creek Rd","22508","Orange, VA","Detached","2,048","3","2","","03/04/2024","04/02/24","$420,000.00","$420,000","12","12","Standard","Standard Sale","VA","0.35","2002","No","","Very Good","LAKE OF THE WOODS",""
"VAOR2006450","RES","CLS","7134 Pinecone Rd","22701","Orange, VA","Detached","1,754","3","2","0","02/24/2024","03/15/24","$385,000.00","$387,000","10","10","Standard","Standard Sale","VA","2.00","2019","No","","Excellent","JABO","JABO"
"VAOR2006436","RES","CLS","605 Harrison Cir","22508","Orange, VA","Detached","1,663","3","2","","03/08/2024","03/11/24","$334,900.00","$325,000","5","5","Standard","Standard Sale","Conventional","0.34","1991","No","","Very Good","LAKE OF THE WOODS",""
"VAOR2006434","RES","CLS","29243 St Just Dr","22567","Orange, VA","Detached","2,756","3","3","1","03/09/2024","04/11/24","$560,000.00","$535,000","25","25","Standard","Standard Sale","VA","3.01","2007","No","","","MERRY MEADOWS","MERRY MEADOWS"
"VAOR2006370","RES","CLS","114 Green Spring Rd","22508","Orange, VA","Detached","1,933","3","2","","04/13/2024","04/15/24","$439,000.00","$439,000","43","43","Standard","Standard Sale","Conventional","0.37","1992","No","","Excellent","LAKE OF THE WOODS",""
"VAOR2006428","RES","CLS","315 Liberty Blvd","22508","Orange, VA","Detached","1,705","3","2","","03/22/2024","04/05/24","$370,000.00","$380,000","2","2","Standard","Standard Sale","FHA","0.00","1992","No","","Very Good","LAKE OF THE WOODS",""
"VAOR2006394","RES","CLS","35090 Sara Ct","22508","Orange, VA","Interior Row/Townhouse","1,284","3","3","1","02/16/2024","03/20/24","$311,000.00","$305,000","7","7","Standard","Standard Sale","VA","0.26","2005","No","","","GERMANNA HEIGHTS","GERMANNA HEIGHTS"
"VAOR2006416","RES","CLS","160 Red Hill Rd","22960","Orange, VA","Detached","1,600","3","2","","03/03/2024","03/15/24","$399,900.00","$399,900","0","7","Standard","Standard Sale","Cash","0.60","2024","Yes","","Excellent","GREENFIELDS","GREENFIELDS"
"VAOR2006410","RES","CLS","221 Dabney St","22960","Orange, VA","Detached","1,058","2","1","","02/13/2024","03/21/24","$229,000.00","$225,000","4","4","Standard","Standard Sale","Conventional","0.25","1953","No","","Very Good","NONE AVAILABLE","JOHNSON VILLAGE"
"VAOR2006406","RES","CLS","104 Confederate Cir","22508","Orange, VA","Detached","2,982","4","3","","02/18/2024","03/15/24","$699,900.00","$710,000","3","3","Standard","Standard Sale","Conventional","0.30","2005","No","","Very Good","LAKE OF THE WOODS",""
"VAOR2006412","RES","CLS","158 Red Hill Rd","22960","Orange, VA","Detached","1,600","3","2","","03/26/2024","03/29/24","$399,900.00","$399,900","7","7","Standard","Standard Sale","FHA","1.30","2024","Yes","","Excellent","GREENFIELDS","GREENFIELDS"
"VAOR2006388","RES","CLS","35442 River Bend Dr","22508","Orange, VA","Detached","2,720","4","2","1","03/25/2024","04/30/24","$448,800.00","$450,000","39","39","Standard","Standard Sale","FHA","0.23","2021","No","","","WILDERNESS SHORES",""
"VAOR2006374","RES","CLS","513 Gentry Dr","22942","Orange, VA","Detached","1,270","2","1","1","03/04/2024","03/08/24","$229,000.00","$235,000","2","2","Standard","Standard Sale","Conventional","0.00","1960","No","","Good","CADMUS","BUCKLEY"
"VAOR2006392","RES","CLS","302 Paynor Ave","22942","Orange, VA","Detached","1,008","3","1","","02/13/2024","03/01/24","$165,000.00","$170,000","6","6","Standard","Standard Sale","Cash","0.00","1965","No","","","NONE AVAILABLE","NOBLE HEIGHTS"
"VAOR2006328","RES","CLS","204 Antietam Dr","22508","Orange, VA","Detached","1,877","3","2","","03/23/2024","04/15/24","$395,000.00","$395,000","42","42","Standard","Standard Sale","Conventional","","2004","No","","","LAKE OF THE WOODS",""
"VAOR2006382","RES","CLS","307 Limestone Ln","22508","Orange, VA","Detached","1,275","3","2","","02/11/2024","02/29/24","$299,000.00","$315,000","4","4","Standard","Standard Sale","Cash","0.00","1978","No","2016","Very Good","LAKE OF THE WOODS",""
"VAOR2006372","RES","CLS","9255 Everona Rd","22567","Orange, VA","Detached","1,888","3","2","0","02/15/2024","03/28/24","$299,900.00","$299,900","11","11","Standard","Standard Sale","Other","1.67","1940","No","","","UNIONVILLE CROSSING","UNIONVILLE CROSSING"
"VAOR2006366","RES","CLS","9423 Lovett Ln","22567","Orange, VA","Detached","2,367","5","3","0","02/17/2024","04/05/24","$625,000.00","$620,000","14","14","Standard","Standard Sale","Conventional","2.00","2023","Yes","","Excellent","WALKERS BRANCH ESTATES","WALKERS BRANCH"
"VAOR2006348","RES","CLS","1438 Morris Pond Dr","22508","Orange, VA","Detached","4,200","4","3","","02/18/2024","04/09/24","$515,000.00","$502,000","16","16","Standard","Standard Sale","Conventional","0.38","2002","No","","Excellent","SOMERSET","SOMERSET"
"VAOR2006344","RES","CLS","225 Beachside Cv","22508","Orange, VA","Detached","1,988","3","2","","02/13/2024","03/08/24","$449,900.00","$450,000","13","13","Standard","Standard Sale","VA","0.24","1986","No","2024","Excellent","LAKE OF THE WOODS",""
"VAOR2006362","RES","CLS","371 Piedmont St","22960","Orange, VA","Detached","2,610","5","4","","02/05/2024","02/26/24","$380,000.00","$380,000","5","5","Standard","Standard Sale","Conventional","0.00","1955","No","","","JONES & GOODMAN",""
"VAOR2006302","RES","CLS","35338 Pheasant Ridge Rd","22508","Orange, VA","Detached","2,286","4","2","1","02/24/2024","03/04/24","$459,999.00","$480,000","0","0","Standard","Standard Sale","VA","0.23","2006","No","","Excellent","WILDERNESS SHORES","WILDERNESS SHORES"
"VAOR2006138","RES","CLS","12184 Melton Rd","22960","Orange, VA","Detached","1,529","3","2","","02/04/2024","03/05/24","$395,000.00","$395,000","3","3","Standard","Standard Sale","Conventional","1.00","1964","No","2023","Excellent","BROWNING ROBERT LAND","BROWNING ROBERT LAND"
"VAOR2006340","RES","CLS","35627 Pine Needle Ln","22508","Orange, VA","Detached","2,890","4","2","1","02/03/2024","04/09/24","$464,990.00","$464,990","6","6","Standard","Standard Sale","Conventional","0.23","2023","Yes","","Excellent","WILDERNESS SHORES",""
"VAOR2006338","RES","CLS","2770 Turning Leaf Ct","22508","Orange, VA","Detached","2,406","4","2","1","02/03/2024","03/28/24","$439,990.00","$439,990","6","6","Standard","Standard Sale","VA","0.23","2024","Yes","","Excellent","WILDERNESS SHORES",""
"649039","RES","CLS","19540 Gates Dr","22942","Orange, VA","Detached","2,068","4","3","1","","03/21/24","$350,000.00","$347,000","23","23","Standard","","Conventional","0.33","2006","No","","","GORDONSVILLE GATES","GORDONSVILLE GATES"
"VAOR2006310","RES","CLS","105 Ramsay Rd","22508","Orange, VA","Detached","4,519","5","4","","02/23/2024","02/28/24","$1,175,000.00","$1,175,000","8","8","Standard","Standard Sale","Cash","0.30","1996","No","","Excellent","LAKE OF THE WOODS",""
"VAOR2006320","RES","CLS","188 Peliso Ave","22960","Orange, VA","Detached","768","2","1","","02/26/2024","03/11/24","$249,900.00","$245,000","35","35","Standard","Standard Sale","FHA","0.00","1962","No","","","NONE AVAILABLE","JOHNSON VILLAGE"
"VAOR2006314","RES","CLS","26288 Wisdom Tree Ln","22567","Orange, VA","Detached","2,309","4","2","1","02/29/2024","03/22/24","$519,000.00","$530,000","39","39","Standard","Standard Sale","VA","3.08","2022","Yes","","Excellent","NONE AVAILABLE",""
"VAOR2006308","RES","CLS","32935 Indiantown Rd","22508","Orange, VA","Detached","1,800","3","2","","02/28/2024","03/26/24","$519,900.00","$510,000","35","35","Standard","Standard Sale","VA","3.03","2024","Yes","","Excellent","NONE AVAILABLE","WOODVILLE"
"VAOR2006298","RES","CLS","102 Tallwood Trl","22508","Orange, VA","Detached","2,085","3","2","1","03/04/2024","03/13/24","$469,900.00","$465,000","19","19","Standard","Standard Sale","Conventional","0.29","1987","No","","Very Good","LAKE OF THE WOODS",""
"VAOR2006292","RES","CLS","614 Liberty","22508","Orange, VA","Detached","2,000","4","2","","02/27/2024","03/26/24","$387,148.00","$365,000","36","36","Standard","Standard Sale","Conventional","0.30","1992","No","","","LAKE OF THE WOODS",""
"VAOR2006294","RES","CLS","151 S Almond St","22960","Orange, VA","Detached","2,625","3","2","","01/25/2024","02/07/24","$349,900.00","$349,900","5","5","Standard","Standard Sale","Conventional","0.00","1946","No","","","NONE AVAILABLE",""
"VAOR2006286","RES","CLS","3101 Lakeview Pkwy","22508","Orange, VA","Other","1,609","3","2","","02/03/2024","02/21/24","$295,000.00","$295,000","8","8","Standard","Standard Sale","Conventional","","1974","No","","Very Good","LAKE OF THE WOODS",""
"VAOR2006284","RES","CLS","311 Edgehill Dr","22508","Orange, VA","Detached","2,160","3","2","","01/23/2024","03/06/24","$460,000.00","$471,377","8","8","Standard","Standard Sale","Cash","0.00","2016","No","","","LAKE OF THE WOODS",""
"VAOR2006282","RES","CLS","35663 Pine Needle Ln","22508","Orange, VA","Detached","1,906","4","2","1","01/22/2024","03/27/24","$409,990.00","$414,990","10","10","Standard","Standard Sale","FHA","0.23","2024","Yes","","Excellent","WILDERNESS SHORES",""
"VAOR2006280","RES","CLS","35631 Pine Needle Ln","22508","Orange, VA","Detached","2,206","4","2","1","04/22/2024","04/22/24","$437,490.00","$437,490","43","43","Standard","Standard Sale","FHA","0.23","2024","Yes","","Excellent","WILDERNESS SHORES",""
"VAOR2006278","RES","CLS","35623 Pine Needle Ln","22508","Orange, VA","Detached","2,206","4","2","1","02/04/2024","03/27/24","$429,990.00","$429,990","23","23","Standard","Standard Sale","FHA","0.23","2024","Yes","","Excellent","WILDERNESS SHORES",""
"VAOR2006276","RES","CLS","109 Fairfax Lane","22508","Orange, VA","Detached","2,318","4","3","","03/25/2024","04/29/24","$394,900.00","$394,900","62","62","Standard","Standard Sale","FHA","0.30","1991","No","2005","Good","LAKE OF THE WOODS",""
"VAOR2006260","RES","CLS","1315 Eastover Pkwy","22508","Orange, VA","Detached","1,785","3","2","","03/25/2024","04/19/24","$475,000.00","$475,000","71","71","Standard","Standard Sale","Conventional","0.28","2020","No","","Excellent","LAKE OF THE WOODS",""
"VAOR2006274","RES","CLS","104 Silver Spring Dr","22508","Orange, VA","Detached","1,620","3","2","","01/30/2024","02/28/24","$410,000.00","$410,000","19","19","Standard","Standard Sale","Conventional","0.40","1996","No","","Very Good","LAKE OF THE WOODS",""
"648661","RES","CLS","4820 Blue Run Rd","22972","Orange, VA","Detached","1,487","3","2","0","","03/11/24","$365,000.00","$360,000","19","19","Standard","","Conventional","2.17","2023","No","","","UNKNOWN",""
"VAOR2006262","RES","CLS","323 Yorktown Blvd","22508","Orange, VA","Detached","1,747","3","2","","01/23/2024","02/13/24","$369,000.00","$373,000","13","13","Standard","Standard Sale","FHA","0.35","2000","No","","Excellent","LAKE OF THE WOODS",""
"648622","RES","CLS","343 Cumbria St","22942","Orange, VA","Detached","1,488","3","2","1","","02/08/24","$320,000.00","$325,000","3","3","Standard","","Adjustable Rate Mortgage, Conventional","0.25","2017","No","","","CONISTON MANOR","CONISTON MANOR"
"VAOR2006270","RES","CLS","11594 James Ct","22960","Orange, VA","Interior Row/Townhouse","1,674","2","2","1","02/26/2024","03/01/24","$235,000.00","$235,000","13","13","Standard","Standard Sale","FHA","0.05","1989","No","","","PORTERFIELD HEIGHTS","PORTERFIELD HEIGHTS"
"VAOR2006254","RES","CLS","24141 Lands End Dr","22960","Orange, VA","Detached","3,590","6","3","","02/26/2024","03/26/24","$768,000.00","$745,000","53","53","Standard","Standard Sale","Cash","2.00","2021","No","","Excellent","LANDS END AT LAKE ANNA",""
"VAOR2006250","RES","CLS","28137 Beech Dr","22542","Orange, VA","Detached","1,920","4","2","1","03/20/2024","04/18/24","$355,000.00","$345,000","76","76","Standard","Standard Sale","Conventional","3.47","1997","No","","","BLACK WALNUT RUN ESTATES","BLACK WALNUT RUN ESTATES"
"VAOR2006186","RES","CLS","17289 Miss Mollys Ln","22960","Orange, VA","Detached","2,335","4","3","","02/15/2024","03/11/24","$749,000.00","$735,000","42","42","Standard","Standard Sale","Cash","1.12","2006","No","","Excellent","FRAZERS LANDING","FRAZERS LANDING"
"VAOR2006248","RES","CLS","35203 Sara Ct","22508","Orange, VA","Interior Row/Townhouse","1,290","3","2","1","03/08/2024","03/22/24","$289,900.00","$289,000","29","29","REO (Real Estate Owned)","REO (Real Estate Owned)","FHA","0.00","2018","No","","Good","GERMANNA HEIGHTS",""
"VAOR2006234","RES","CLS","32480 Zoar Rd","22508","Orange, VA","Detached","3,366","5","3","","02/19/2024","02/21/24","$449,999.00","$450,000","9","72","Standard","Standard Sale","FHA","1.71","1975","No","","","RANNO","RANNO"
"VAOR2005922","RES","CLS","110 Green Spring Rd","22508","Orange, VA","Detached","1,744","3","2","0","01/10/2024","02/09/24","$399,990.00","$399,990","7","7","Standard","Standard Sale","Cash","0.26","2004","No","","","LAKE OF THE WOODS",""
"VAOR2006214","RES","CLS","206 Battlefield Rd","22508","Orange, VA","Detached","1,931","3","2","","02/26/2024","03/01/24","$425,000.00","$425,000","26","26","Standard","Standard Sale","Conventional","0.34","2002","No","","","LAKE OF THE WOODS",""
"VAOR2006230","RES","CLS","115 Ashlawn Ct","22508","Orange, VA","Detached","1,859","3","3","1","01/08/2024","02/02/24","$425,000.00","$425,000","5","5","Standard","Standard Sale","Conventional","0.00","2003","No","","","LAKE OF THE WOODS",""
"VAOR2006198","RES","CLS","108 Harrison Cir","22508","Orange, VA","Detached","2,696","4","2","1","02/10/2024","03/08/24","$799,900.00","$792,900","37","37","Standard","Standard Sale","Conventional","0.00","1990","No","","Excellent","LAKE OF THE WOODS",""
"VAOR2006240","RES","CLS","2102 Lakeview Pkwy","22508","Orange, VA","Detached","2,206","4","2","1","01/11/2024","01/30/24","$447,900.00","$447,900","9","149","Standard","Standard Sale","Conventional","0.00","2023","Yes","","Excellent","LAKE OF THE WOODS",""
"VAOR2006224","RES","CLS","116 Jefferson Ave","22508","Orange, VA","Detached","1,464","3","2","1","02/05/2024","03/08/24","$369,900.00","$362,000","13","13","Standard","Standard Sale","Conventional","0.00","1994","No","2023","Excellent","LAKE OF THE WOODS",""
"VAOR2006228","RES","CLS","117 Tall Pines Ave","22508","Orange, VA","Detached","2,362","4","3","","02/02/2024","03/05/24","$409,990.00","$410,000","28","178","Standard","Standard Sale","FHA","0.33","1991","No","","Very Good","LAKE OF THE WOODS",""
"648424","RES","CLS","165 Barbour St","22960","Orange, VA","Detached","2,306","3","2","0","","03/15/24","$299,500.00","$290,000","39","39","Standard","","USDA","0.17","1920","No","","","UNKNOWN",""
"VAOR2006212","RES","CLS","2747 Bears Den Dr","22508","Orange, VA","Interior Row/Townhouse","1,816","3","2","1","01/22/2024","02/09/24","$335,000.00","$345,000","21","21","Standard","Standard Sale","FHA","0.00","2021","No","","Excellent","WILDERNESS SHORES","WILDERNESS SHORES"
"VAOR2006222","RES","CLS","251 Parker Pl","22960","Orange, VA","Detached","2,430","4","2","1","02/26/2024","03/22/24","$389,000.00","$389,000","34","34","Standard","Standard Sale","FHA","0.27","2005","No","","","ORANGE ESTATES","ORANGE ESTATES"
"648372","RES","CLS","1344 Riverview Dr","22508","Orange, VA","Detached","2,506","4","2","2","","02/12/24","$444,000.00","$444,000","2","2","Standard","","Conventional","0.35","2004","No","","","SOMERSET FARM","SOMERSET"
"VAOR2006216","RES","CLS","6160 Vance Ln","22701","Orange, VA","Detached","2,586","4","3","","01/27/2024","02/21/24","$420,000.00","$420,000","29","29","Standard","Standard Sale","VA","2.00","2006","No","","","NONE AVAILABLE","MINOR"
"VAOR2006210","RES","CLS","215 Spotswood Rd","22508","Orange, VA","Detached","912","2","1","","02/05/2024","02/29/24","$209,900.00","$205,000","40","40","Standard","Standard Sale","FHA","0.00","1988","No","2023","","LAKE OF THE WOODS",""
"VAOR2006204","RES","CLS","24533 Lafayette Dr","22542","Orange, VA","Detached","2,160","2","2","","12/30/2023","02/08/24","$300,000.00","$309,000","5","32","Standard","Standard Sale","Conventional","0.92","1949","No","","","NONE AVAILABLE",""
"VAOR2006164","RES","CLS","202 Washington St","22508","Orange, VA","Detached","812","2","1","","02/17/2024","02/16/24","$289,000.00","$280,000","26","26","Standard","Standard Sale","Conventional","0.00","1984","No","2020","","LAKE OF THE WOODS",""
"VAOR2006194","RES","CLS","35139 Saba Pl","22508","Orange, VA","Interior Row/Townhouse","2,280","3","3","1","01/11/2024","02/23/24","$310,000.00","$310,000","22","22","Standard","Standard Sale","Conventional","0.04","2007","No","","","GERMANNA HEIGHTS","GERMANNA HEIGHTS"
"VAOR2006192","RES","CLS","2417 Misty Meadow","22508","Orange, VA","Detached","1,649","4","2","1","12/22/2023","01/31/24","$379,990.00","$379,990","4","4","Standard","Standard Sale","FHA","0.23","2023","Yes","","Excellent","WILDERNESS SHORES",""
"648218","RES","CLS","12372 Daffodil Ln","22567","Orange, VA","Detached","1,966","2","2","0","","01/22/24","$795,000.00","$780,500","7","7","Standard","","Cash","83.96","1994","No","","","UNKNOWN",""
"VAOR2006142","RES","CLS","105 Elm Ct","22508","Orange, VA","Detached","2,607","2","2","1","03/12/2024","03/19/24","$529,000.00","$515,000","61","61","Standard","Standard Sale","FHA","0.81","2004","No","","Excellent","LAKE OF THE WOODS",""
"VAOR2006182","RES","CLS","35676 Pine Needle Ln","22508","Orange, VA","Detached","2,340","4","2","1","03/07/2024","04/15/24","$474,990.00","$474,990","83","83","Standard","Standard Sale","FHA","0.22","2023","Yes","","Excellent","WILDERNESS SHORES",""
"VAOR2006180","RES","CLS","35664 Pine Needle Ln","22508","Orange, VA","Detached","2,340","4","2","1","01/28/2024","04/05/24","$474,990.00","$490,990","44","44","Standard","Standard Sale","VA","0.19","2023","Yes","","Excellent","WILDERNESS SHORES",""
"VAOR2006178","RES","CLS","35652 Pine Needle Ln","22508","Orange, VA","Detached","2,340","4","2","1","01/22/2024","03/23/24","$469,990.00","$469,990","38","38","Standard","Standard Sale","VA","0.23","2023","Yes","","Excellent","WILDERNESS SHORES",""
"VAOR2006158","RES","CLS","304 Constitution Blvd","22508","Orange, VA","Detached","2,304","4","3","","12/21/2023","01/10/24","$325,000.00","$325,000","3","3","Standard","Standard Sale","VA","0.31","1973","No","","","LAKE OF THE WOODS",""
"VAOR2006176","RES","CLS","35687 Pine Needle Ln","22508","Orange, VA","Detached","1,330","3","2","1","01/22/2024","02/26/24","$359,990.00","$354,990","39","39","Standard","Standard Sale","FHA","0.21","2023","Yes","","Excellent","WILDERNESS SHORES",""
