"MLS #","Cat","Status","Address","Zip Code","County","Structure Type","Total Finished SQFT","Beds","Bathrooms Full","Bathrooms Half","On Market Date","Close Date","List Price","Close Price","DOM","CDOM","Sale Type","Close Sale Type","Buyer Financing","Lot Size Acres","Year Built","New Construction YN","Year Major Reno/Remodel","Property Condition","Subdivision/Neighborhood","Legal Subdivision"
"VAOR2008294","RES","CLS","36069 Coyote Trl","22508","Orange, VA","Interior Row/Townhouse","1,580","3","2","1","","10/28/24","$348,185.00","$348,185","0","0","Standard","Standard Sale","FHA","0.05","2024","Yes","","Excellent","WILDERNESS SHORES",""
"VASP2028016","RES","CLS","7618 Marye Rd","22551","Spotsylvania, VA","Detached","1,299","4","2","","11/02/2024","11/26/24","$419,900.00","$419,999","3","3","Standard","Standard Sale","Conventional","5.58","1939","No","","","NONE AVAILABLE","MILLS ESTATE"
"VACV2006974","RES","CLS","15503 Nelson Hill Rd","22514","Caroline, VA","Detached","1,795","4","3","","","10/16/24","$349,000.00","$349,000","0","0","Standard","Standard Sale","VA","0.69","1900","No","","","NONE AVAILABLE",""
"VAST2033882","RES","CLS","293 Olde Concord Rd","22554","Stafford, VA","Detached","2,200","4","2","1","11/06/2024","11/22/24","$575,000.00","$575,000","7","14","Standard","Standard Sale","Conventional","1.79","2022","No","","","NONE AVAILABLE",""
"VAST2033878","RES","CLS","205 Wind Ridge Dr","22554","Stafford, VA","Interior Row/Townhouse","924","2","1","1","11/03/2024","11/18/24","$285,000.00","$277,000","5","5","Standard","Standard Sale","Cash","0.04","1988","No","","Good","POTOMAC HILLS","POTOMAC HILLS"
"VACV2006868","RES","CLS","16444 Braswell St","22427","Caroline, VA","Detached","983","3","1","","11/04/2024","11/18/24","$290,000.00","$290,000","4","4","Standard","Standard Sale","Conventional","0.93","1973","No","","","SHEARWOOD",""
"VAOR2008256","RES","CLS","18656 Lahore Rd","22960","Orange, VA","Detached","1,008","3","1","0","11/05/2024","11/26/24","$239,900.00","$249,500","7","7","Standard","Standard Sale","Other","0.55","1957","No","","","NONE AVAILABLE","MAYVILLE"
"VASP2028916","RES","CLS","11620 Pine Hollow Lane","22551","Spotsylvania, VA","Detached","4,606","4","3","1","11/03/2024","11/20/24","$814,999.00","$825,000","3","3","Standard","Standard Sale","Conventional","0.54","2013","No","","Very Good","FAWN LAKE","FAWN LAKE"
"VASP2028910","RES","CLS","111 Beauregard St","22408","Spotsylvania, VA","Detached","960","2","1","","11/01/2024","11/12/24","$185,000.00","$180,000","5","5","Standard","Standard Sale","Cash","0.00","1950","No","","Major Rehab Needed","COTTAGE GREEN","COTTAGE GREEN"
"VACV2006952","RES","CLS","211 Maury Ave","22427","Caroline, VA","Detached","1,554","3","2","1","11/21/2024","11/26/24","$325,000.00","$325,000","11","11","Standard","Standard Sale","FHA","0.29","1979","No","2011","Very Good","WAITE","WAITE"
"VASP2028866","RES","CLS","11108 Huntington Meadows Ln","22407","Spotsylvania, VA","Detached","2,056","3","2","1","11/22/2024","11/22/24","$425,000.00","$435,000","6","6","Standard","Standard Sale","Conventional","0.19","2004","No","","","HUNTINGTON MEADOWS","HUNTINGTON MEADOWS"
"VAOR2008240","RES","CLS","3148 White Tail Dr","22508","Orange, VA","Detached","2,208","4","3","1","","10/22/24","$459,990.00","$459,990","0","0","Standard","Standard Sale","Conventional","0.02","2024","Yes","","Excellent","NONE AVAILABLE","WILDERNESS SHORES"
"VAKG2005598","RES","CLS","14306 Dahlgren Rd","22485","King George, VA","Detached","2,048","5","3","","10/28/2024","11/27/24","$389,900.00","$391,000","4","4","Standard","Standard Sale","VA","0.58","1950","No","2017","Very Good","NONE",""
"VAST2033786","RES","CLS","30 Wild Oak Ln #30103","22554","Stafford, VA","Unit/Flat/Apartment","1,030","2","2","0","11/09/2024","11/22/24","$235,000.00","$235,000","16","16","Standard","Standard Sale","Cash","","2002","No","","","CARRIAGE POINTE AT AQUIA","CARRIAGE POINTE AT AQUIA"
"VAST2033772","RES","CLS","12 Turner Dr","22556","Stafford, VA","Detached","1,612","3","2","","10/28/2024","11/22/24","$449,000.00","$449,000","4","4","Standard","Standard Sale","Conventional","1.00","1976","No","","","ROCK HILL ESTATES","ROCKHILL ESTATES"
"VACV2006694","RES","CLS","8016 Long Creek Dr","22546","Caroline, VA","Detached","1,432","3","2","","09/24/2024","10/25/24","$299,900.00","$299,900","0","0","Standard","Standard Sale","Conventional","1.71","1992","No","","","TAYLOR LAND",""
"VAFB2007096","RES","CLS","1502 Princess Anne St","22401","Fredericksburg City, VA","Detached","1,163","2","2","","11/04/2024","11/27/24","$349,900.00","$376,000","5","5","Standard","Standard Sale","Conventional","0.00","1910","No","","Good","NONE AVAILABLE",""
"VACV2006938","RES","CLS","17201 Russell Coghill St","22427","Caroline, VA","Detached","1,800","4","2","1","11/05/2024","11/26/24","$407,900.00","$407,900","12","12","Standard","Standard Sale","FHA","0.00","2024","Yes","","Excellent","BROOKWOOD",""
"VACV2006922","RES","CLS","9185 Fall Hole Dr","22546","Caroline, VA","Detached","800","3","2","","10/28/2024","11/15/24","$269,900.00","$270,000","5","5","Standard","Standard Sale","Conventional","1.00","1963","No","","","MADISON",""
"VAST2033762","RES","CLS","36 Tarleton Way","22554","Stafford, VA","Detached","1,488","3","1","1","10/29/2024","11/18/24","$445,000.00","$440,000","5","5","Standard","Standard Sale","Conventional","0.44","1982","No","","Good","GREENRIDGE","GREENRIDGE"
"VAST2033738","RES","CLS","152 Cherry Hill Dr","22556","Stafford, VA","Detached","2,379","3","3","","11/11/2024","11/22/24","$630,000.00","$642,000","3","3","Standard","Standard Sale","Conventional","3.16","2001","No","","Very Good","CHERRY HILL ESTATES","CHERRY HILL ESTATES"
"VASP2028776","RES","CLS","7419 Drew Ln","22407","Spotsylvania, VA","Detached","1,419","4","2","","10/28/2024","11/15/24","$429,000.00","$427,000","4","4","Standard","Standard Sale","VA","0.23","1994","No","2024","Excellent","WILLOW OAKS","WILLOW OAKS"
"VASP2028780","RES","CLS","10 Schooler Ct","22407","Spotsylvania, VA","Detached","1,588","4","2","","10/25/2024","11/19/24","$375,000.00","$376,000","3","3","Standard","Standard Sale","FHA","0.26","1983","No","","Very Good","MILL GARDEN SOUTH","MILL GARDEN SOUTH"
"VAST2033686","RES","CLS","275 Deacon Rd","22405","Stafford, VA","Detached","4,466","4","3","1","10/28/2024","11/27/24","$599,900.00","$599,900","5","5","Standard","Standard Sale","Conventional","0.53","2021","No","","","NONE AVAILABLE","HIGHLAND HOME"
"VASP2028764","RES","CLS","3400 Partlow Rd","22534","Spotsylvania, VA","Detached","3,461","3","2","1","10/28/2024","11/22/24","$475,000.00","$475,000","4","4","Standard","Standard Sale","VA","5.01","1994","No","","","NONE AVAILABLE","WINDWOOD"
"VASP2028740","RES","CLS","311 Azalia Dr","22408","Spotsylvania, VA","Detached","1,218","3","2","","11/14/2024","11/26/24","$365,000.00","$365,000","9","9","Standard","Standard Sale","VA","0.00","1987","No","","","SPOTSWOOD ESTATES","SPOTSWOOD ESTATES"
"VASP2028674","RES","CLS","9600 Gunston Hall Rd","22408","Spotsylvania, VA","Detached","2,234","4","2","1","10/22/2024","11/22/24","$499,000.00","$520,000","2","2","Standard","Standard Sale","VA","0.37","1993","No","","Excellent","GRANDSTAFF WOODS","GRANDSTAFF WOODS"
"VASP2028754","RES","CLS","10709 Heavenwood Ct","22553","Spotsylvania, VA","Detached","1,848","3","2","1","10/26/2024","11/25/24","$447,900.00","$447,900","6","32","Standard","Standard Sale","VA","1.01","1987","No","","Very Good","HOLLEYBROOKE","HOLLEYBROOKE"
"VAKG2005580","RES","CLS","8038 Kings Hwy","22485","King George, VA","Detached","2,800","4","3","","11/12/2024","11/26/24","$444,900.00","$455,000","23","23","Standard","Standard Sale","VA","0.87","1975","No","","","PRESIDENTIAL LAKES","PRESIDENTIAL LAKES"
"VAST2033692","RES","CLS","170 Newton Rd","22405","Stafford, VA","Detached","945","3","2","","11/04/2024","11/22/24","$399,900.00","$399,900","15","65","Standard","Standard Sale","FHA","0.46","1900","No","2024","Very Good","NONE AVAILABLE",""
"VASP2028616","RES","CLS","406 Butternut Dr","22408","Spotsylvania, VA","Detached","2,721","3","2","1","10/26/2024","11/22/24","$429,000.00","$429,000","6","6","Standard","Standard Sale","VA","0.00","1971","No","","Very Good","SPOTSWOOD ESTATES","SPOTSWOOD ESTATES"
"VASP2028018","RES","CLS","12100 Mi Way","22551","Spotsylvania, VA","Detached","1,680","3","2","1","10/23/2024","11/22/24","$409,900.00","$409,900","3","3","Standard","Standard Sale","Conventional","2.16","2008","No","","","NONE AVAILABLE","NR ANDREWS TAVERN"
"VASP2028694","RES","CLS","3806 Andover Ln","22408","Spotsylvania, VA","Detached","3,448","5","3","1","10/21/2024","11/15/24","$514,999.00","$520,000","1","1","Standard","Standard Sale","Conventional","0.39","2001","No","","Very Good","TIMBERLAKE","TIMBERLAKE"
"VAST2033678","RES","CLS","102 Appalachian Dr","22554","Stafford, VA","Interior Row/Townhouse","1,836","3","1","2","10/23/2024","11/22/24","$315,000.00","$315,000","4","4","Standard","Standard Sale","Conventional","0.05","1988","No","","Good","CABIN CREEKWOOD","CABIN CREEKWOOD"
"VAOR2008216","RES","CLS","11389 Marquis Rd","22567","Orange, VA","Detached","2,234","4","3","","10/23/2024","11/14/24","$526,900.00","$527,000","4","4","Standard","Standard Sale","Cash, Conventional","2.40","2024","Yes","","Excellent","NONE AVAILABLE",""
"VAST2033664","RES","CLS","29 Westbrook Ln","22554","Stafford, VA","Detached","3,165","6","3","1","10/22/2024","11/26/24","$629,900.00","$640,000","4","4","Standard","Standard Sale","Conventional","0.30","1993","No","","Excellent","HAMPTON OAKS","HAMPTON OAKS"
"VAST2033646","RES","CLS","201 Stafford Mews Ln","22556","Stafford, VA","End of Row/Townhouse","1,960","3","2","2","10/22/2024","11/15/24","$299,900.00","$305,000","4","4","Standard","Standard Sale","Conventional","0.06","1993","No","","","STAFFORD MEWS","STAFFORD MEWS"
"VAST2030536","RES","CLS","11 Rita Lane","22405","Stafford, VA","Detached","2,288","4","2","1","10/25/2024","11/14/24","$599,900.00","$599,900","7","7","Standard","Standard Sale","VA","3.88","2024","Yes","","Excellent","NORTH POTOMAC",""
"VASP2028700","RES","CLS","2707 Pittston Rd","22408","Spotsylvania, VA","Detached","1,728","4","2","1","10/28/2024","11/18/24","$429,900.00","$435,000","4","4","Standard","Standard Sale","Conventional","0.36","2000","No","","","RUFFIN'S POND","RUFFIN'S POND"
"VAST2033640","RES","CLS","639 Village Pkwy","22406","Stafford, VA","Detached","2,054","4","2","1","11/01/2024","11/14/24","$499,900.00","$480,000","9","9","Standard","Standard Sale","Cash","0.30","2009","No","","Excellent","STAFFORD LAKES VILLAGE","STAFFORD LAKES VILLAGE"
"VAST2033602","RES","CLS","1062 Aspen Rd","22554","Stafford, VA","Detached","5,278","5","4","1","10/29/2024","11/25/24","$790,000.00","$812,000","12","12","Standard","Standard Sale","FHA","0.16","2019","No","","Excellent","EMBREY MILL","EMBREY MILL"
"VAFB2007062","RES","CLS","905 Myrick St","22401","Fredericksburg City, VA","Detached","936","2","1","0","10/21/2024","11/08/24","$215,000.00","$215,000","4","200","Standard","Standard Sale","Conventional","0.06","1939","No","","","NONE AVAILABLE",""
"VASP2028710","RES","CLS","6513 Deerskin Dr","22407","Spotsylvania, VA","Detached","2,320","3","1","1","10/20/2024","11/15/24","$225,000.00","$225,000","0","0","Standard","Standard Sale","Cash","0.37","1978","No","","Below Average","DEERFIELD","DEERFIELD"
"VAST2033666","RES","CLS","1013 Thomas Jefferson Pl","22405","Stafford, VA","End of Row/Townhouse","1,360","3","2","1","10/30/2024","11/22/24","$335,000.00","$285,000","13","13","Standard","Standard Sale","Conventional","0.08","1974","No","2024","Very Good","JEFFERSON PLACE","JEFFERSON PLACE"
"VACV2006872","RES","CLS","7227 Potomac Terrace","22546","Caroline, VA","Interior Row/Townhouse","1,564","3","2","1","10/24/2024","11/22/24","$335,000.00","$335,000","4","4","Standard","Standard Sale","Conventional","0.04","2024","No","","","PENDLETON",""
"VASP2028672","RES","CLS","10310 Shaw Dr","22553","Spotsylvania, VA","Detached","1,479","3","2","","10/24/2024","11/21/24","$399,000.00","$389,000","7","7","Standard","Standard Sale","Conventional","0.88","2000","No","","","LAKE ACRES","LAKE ACRES"
"VASP2028242","RES","CLS","3708 W Glen Dower Dr","22408","Spotsylvania, VA","Detached","1,837","3","2","1","10/22/2024","11/22/24","$464,900.00","$465,000","5","5","Standard","Standard Sale","Conventional","0.31","1999","No","","","TIMBERLAKE","TIMBERLAKE"
"VAFB2007006","RES","CLS","1022 Hotchkiss Pl","22401","Fredericksburg City, VA","Interior Row/Townhouse","2,159","3","2","1","10/29/2024","11/14/24","$415,000.00","$415,000","6","6","Standard","Standard Sale","Cash","0.00","2005","No","","","PRESERVE AT SMITH RUN",""
"VAOR2008214","RES","CLS","114 Monument Rd","22508","Orange, VA","Detached","2,440","4","2","1","10/21/2024","11/22/24","$435,000.00","$450,000","4","4","Standard","Standard Sale","Cash","0.00","2004","No","","Very Good","LAKE OF THE WOODS",""
"VASP2028684","RES","CLS","8109 Newton Ln","22551","Spotsylvania, VA","Detached","2,090","3","2","","10/19/2024","11/29/24","$500,000.00","$500,000","1","1","Standard","Standard Sale","VA","10.00","2005","No","","Excellent","NONE AVAILABLE",""
"VAOR2007472","RES","CLS","2261 Germanna Hwy","22508","Orange, VA","Detached","1,540","3","2","","10/20/2024","11/18/24","$299,900.00","$306,500","3","3","Standard","Standard Sale","FHA","1.26","1960","No","","","NONE AVAILABLE","GOVERNOR SPORTSWOOD EST"
"VASP2028540","RES","CLS","1106 Dewberry Dr","22407","Spotsylvania, VA","Detached","960","3","1","","10/20/2024","10/31/24","$330,000.00","$335,000","3","3","Standard","Standard Sale","Conventional","0.38","1987","No","","","WILBURN FARMS","WILBURN FARMS"
"VACV2006858","RES","CLS","5539 Cedon Rd","22580","Caroline, VA","Detached","960","3","1","0","10/21/2024","11/05/24","$250,000.00","$220,000","5","5","Standard","Standard Sale","Cash","1.03","1976","No","","","BUNN",""
"VASP2028532","RES","CLS","10900 C E O Ct","22407","Spotsylvania, VA","Detached","2,432","4","2","1","10/22/2024","11/12/24","$480,000.00","$480,000","6","6","Standard","Standard Sale","VA","0.29","1992","No","","","LEAVELLS CROSSING","LEAVELLS CROSSING"
"VASP2028638","RES","CLS","11518 Accord Ct","22408","Spotsylvania, VA","Interior Row/Townhouse","1,684","3","2","1","11/11/2024","11/27/24","$359,999.00","$365,000","23","23","Standard","Standard Sale","Conventional","0.04","2014","No","","","LAFAYETTE CROSSING","LAFAYETTE CROSSING"
"VASP2028640","RES","CLS","3706 W Glen Dower Dr","22408","Spotsylvania, VA","Detached","2,602","4","3","0","10/20/2024","11/22/24","$465,000.00","$465,000","3","3","Standard","Standard Sale","FHA","0.29","1999","No","2024","","TIMBERLAKE","TIMBERLAKE"
"VASP2028662","RES","CLS","9901 Bethwood Dr","22407","Spotsylvania, VA","Detached","2,826","4","2","1","10/27/2024","11/12/24","$480,000.00","$480,000","11","11","Standard","Standard Sale","Conventional","0.47","1999","No","","Very Good","THREE CEDARS","MARYWOOD"
"VASP2028598","RES","CLS","403 Fern Ct","22408","Spotsylvania, VA","Detached","1,404","3","2","","10/22/2024","10/29/24","$365,000.00","$360,000","2","2","Standard","Standard Sale","Cash","0.30","1987","No","","","SPOTSWOOD ESTATES","SPOTSWOOD ESTATES"
"VAST2033508","RES","CLS","206 Pratt St","22405","Stafford, VA","Detached","1,028","2","1","1","10/20/2024","11/19/24","$315,000.00","$324,450","5","5","Probate Listing","Standard Sale","VA","0.24","1900","No","","Excellent","CLEARVIEW/CHATHAM HGTS","CLRVIEW/ C.HTS/CLNAL HTS"
"VAOR2008206","RES","CLS","3151 White Tail Dr","22508","Orange, VA","Detached","3,140","4","3","1","11/09/2024","11/26/24","$469,900.00","$459,990","25","25","Standard","Standard Sale","FHA","0.15","2024","Yes","","Excellent","WILDERNESS SHORES",""
"VASP2028656","RES","CLS","4403 Murven Park Ln","22408","Spotsylvania, VA","Detached","2,525","4","3","0","10/25/2024","11/22/24","$449,900.00","$449,900","10","15","Standard","Standard Sale","VA","0.24","1992","No","","","GRANDSTAFF WOODS","GRANDSTAFF WOODS"
"VAST2033394","RES","CLS","11 Pensacola St","22406","Stafford, VA","Detached","1,595","3","3","","11/15/2024","11/18/24","$540,000.00","$540,000","2","2","Standard","Standard Sale","Conventional","0.13","2019","No","","Very Good","CELEBRATE VIRGINIA NORTH","CELEBRATE VIRGINIA NORTH"
"VASP2028650","RES","CLS","11104 Brandermill Park","22551","Spotsylvania, VA","Detached","2,500","4","3","1","","10/16/24","$689,900.00","$875,945","0","0","Standard","Standard Sale","VA","0.00","2024","Yes","","Excellent","FAWN LAKE",""
"VASP2028310","RES","CLS","6019 Three Cedars Ln","22407","Spotsylvania, VA","Detached","1,756","3","2","1","11/09/2024","11/22/24","$429,900.00","$429,900","3","3","Standard","Standard Sale","Conventional","0.37","1999","No","","Excellent","CEDAR RIDGE","CEDAR RIDGE"
"VASP2028626","RES","CLS","10037 Gander Ct","22407","Spotsylvania, VA","Interior Row/Townhouse","2,010","3","2","2","10/17/2024","11/01/24","$275,000.00","$290,000","3","3","Standard","Standard Sale","Cash, Conventional","0.04","2003","No","","","SALEM FIELDS","FAIRFIELD (SALEM FIELDS)"
"VAST2033416","RES","CLS","23 Lucketts Ct","22406","Stafford, VA","Detached","1,202","2","2","","10/17/2024","11/18/24","$319,000.00","$319,000","3","3","Standard","Standard Sale","VA","0.12","2003","No","","","FALLS RUN",""
"VAST2033558","RES","CLS","98 Deacon Rd","22405","Stafford, VA","Detached","2,496","4","2","2","10/24/2024","11/04/24","$499,900.00","$480,000","10","10","Standard","Standard Sale","Cash","1.08","1971","No","","","NONE AVAILABLE",""
"VACV2006846","RES","CLS","13396 Ladysmith Rd","22546","Caroline, VA","Detached","1,008","3","1","","10/19/2024","11/08/24","$315,000.00","$315,000","5","11","Standard","Standard Sale","VA","1.00","1967","No","2024","","NONE AVAILABLE",""
"VAST2033476","RES","CLS","921 Basswood Dr","22554","Stafford, VA","End of Row/Townhouse","2,520","3","2","1","10/23/2024","11/20/24","$540,000.00","$550,000","6","6","Standard","Standard Sale","VHDA","0.08","2018","No","","Very Good","EMBREY MILL","EMBREY MILL"
"VASP2028586","RES","CLS","7917 Continental Ct","22407","Spotsylvania, VA","Detached","3,966","5","4","1","10/22/2024","11/21/24","$712,999.00","$712,999","5","175","Standard","Standard Sale","Conventional","0.46","2019","No","","Excellent","CHANCELLORSVILLE CROSSING","THE CROSSINGS AT CHANCEL"
"VASP2028612","RES","CLS","6700 Hickory Ridge Rd","22551","Spotsylvania, VA","Detached","896","3","1","","10/24/2024","11/18/24","$260,000.00","$230,000","10","10","Standard","Standard Sale","Cash","1.00","1979","No","","","NONE AVAILABLE",""
"VAFB2006946","RES","CLS","1109 Ellis Ave","22401","Fredericksburg City, VA","Interior Row/Townhouse","2,400","4","3","1","11/07/2024","11/20/24","$452,000.00","$450,000","25","91","Standard","Standard Sale","FHA","0.00","2007","No","","Very Good","VILLAGE OF IDLEWILD",""
"VASP2028602","RES","CLS","6913 S Dewey Ct","22407","Spotsylvania, VA","Detached","3,079","4","3","1","10/22/2024","11/18/24","$549,990.00","$550,000","7","7","Standard","Standard Sale","Conventional","0.36","2001","No","","Excellent","SALEM FIELDS","THE GLEN  (SALEM FIELDS"
"VAOR2008178","RES","CLS","119 Hillside Dr","22508","Orange, VA","Detached","2,718","3","4","","10/21/2024","11/20/24","$899,900.00","$900,000","5","5","Standard","Standard Sale","Conventional","0.38","1974","No","","Very Good","LAKE OF THE WOODS",""
"VASP2028568","RES","CLS","5411 Ivy Hill Dr","22407","Spotsylvania, VA","Detached","2,666","4","3","1","10/15/2024","11/19/24","$550,000.00","$560,000","2","2","Standard","Standard Sale","Conventional","0.18","2019","No","","Excellent","LEES PARKE","LEES PARKE"
"VAKG2005538","RES","CLS","7615 Dogwood Ln","22485","King George, VA","Detached","2,400","4","2","","10/17/2024","11/15/24","$424,900.00","$425,000","4","4","Standard","Standard Sale","FHA","9.00","1966","No","2024","","NONE AVAILABLE","POTOMAC DIST"
"VAOR2008184","RES","CLS","101 Mount Vernon Ct","22508","Orange, VA","Detached","1,792","3","2","0","10/20/2024","11/25/24","$425,000.00","$416,000","2","2","Standard","Standard Sale","Cash","0.27","2005","No","","Excellent, Very Good","LAKE OF THE WOODS",""
"VAST2033528","RES","CLS","9 Vineyard Ct","22554","Stafford, VA","Detached","4,827","5","4","1","11/04/2024","11/14/24","$774,000.00","$774,000","5","5","Standard","Standard Sale","Cash","0.38","2000","No","","Very Good","AUSTIN RIDGE","AUSTIN RIDGE"
"VAST2033536","RES","CLS","105 Waterview Dr","22554","Stafford, VA","Detached","1,872","3","3","0","11/02/2024","11/22/24","$479,000.00","$479,000","21","21","Standard","Standard Sale","VA","1.41","1984","No","","","BAYVIEW ESTATES","BAYVIEW ESTATES"
"VAFB2006942","RES","CLS","1317 Trestle Dr","22401","Fredericksburg City, VA","End of Row/Townhouse","0","3","2","2","10/18/2024","11/13/24","$440,000.00","$440,000","7","7","Standard","Standard Sale","Conventional","0.00","2021","No","","Excellent","FREDERICKSBURG",""
"VAST2033522","RES","CLS","202 Raynar Ct","22554","Stafford, VA","Interior Row/Townhouse","1,632","3","2","2","10/28/2024","11/15/24","$437,900.00","$439,000","17","17","Standard","Standard Sale","Conventional","0.04","2006","No","","","DOGWOODS","DOGWOODS"
"VASP2028560","RES","CLS","11513 Macfaden Dr","22551","Spotsylvania, VA","Detached","3,349","4","3","1","11/03/2024","11/22/24","$500,000.00","$500,000","23","83","Standard","Standard Sale","Conventional","0.66","2003","No","","Very Good","LAKE WILDERNESS","LAKE WILDERNESS"
"VAST2033512","RES","CLS","56 Sanctuary Ln","22554","Stafford, VA","Detached","4,389","5","3","1","11/17/2024","11/29/24","$649,999.00","$670,000","33","109","Standard","Standard Sale","Adjustable Rate Mortgage","0.19","2011","No","2021","","SEASONS LANDING","SEASONS LANDING"
"VAST2033516","RES","CLS","306 Pinnacle Dr","22554","Stafford, VA","Interior Row/Townhouse","1,320","3","2","1","11/01/2024","11/26/24","$389,900.00","$389,900","9","9","Standard","Standard Sale","USDA","0.04","1993","No","","","HIGHPOINTE","HIGHPOINTE"
"VAST2033510","RES","CLS","206 Windsor Ridge Ct","22405","Stafford, VA","Interior Row/Townhouse","1,208","2","2","1","10/15/2024","11/11/24","$290,000.00","$287,000","4","4","Standard","Standard Sale","FHA","0.04","1985","No","","","HERITAGE COMMONS","HERITAGE COMMONS"
"VAST2032452","RES","CLS","33 Ontell Ct","22554","Stafford, VA","Detached","3,028","5","3","1","10/18/2024","11/14/24","$549,000.00","$560,000","2","2","Standard","Standard Sale","Conventional","0.24","2002","No","","","LIBERTY PLACE","LIBERTY PLACE"
"VACV2006822","RES","CLS","17263 Easter Lily Mews","22546","Caroline, VA","Detached","2,824","4","2","1","10/19/2024","11/22/24","$415,000.00","$415,000","3","3","Standard","Standard Sale","FHA","0.10","2005","No","","Excellent","LADYSMITH VILLAGE","LADYSMITH VILLAGE"
"VAST2033480","RES","CLS","508 Crossridge Ct","22554","Stafford, VA","End of Row/Townhouse","1,540","3","2","2","10/19/2024","11/14/24","$389,900.00","$389,900","9","24","Standard","Standard Sale","Conventional","0.06","1989","No","","Very Good","HOLLYMEAD","HOLLYMEAD"
"VASP2028538","RES","CLS","11813 Sawgrass Ln","22407","Spotsylvania, VA","Detached","2,086","5","3","","11/07/2024","11/15/24","$455,000.00","$475,000","6","6","Standard","Standard Sale","Conventional","0.31","2000","No","","","MAPLE GROVE","MAPLE GROVE"
"VAKG2005542","RES","CLS","6086 4th St","22485","King George, VA","Detached","1,058","3","2","","10/19/2024","11/08/24","$375,000.00","$356,000","8","8","Standard","Standard Sale","Cash","0.00","1946","No","","Excellent","FAIRVIEW BEACH","FAIRVIEW BEACH"
"VAST2032798","RES","CLS","93 Hidden Lake Dr","22556","Stafford, VA","Detached","1,056","3","2","","11/08/2024","11/12/24","$380,000.00","$385,000","9","9","Standard","Standard Sale","VHDA","1.28","1993","No","","Excellent","HIDDEN LAKE","HIDDEN LAKE"
"VAOR2008158","RES","CLS","26135 Lafayette Dr","22542","Orange, VA","Detached","1,679","3","2","","10/21/2024","11/20/24","$435,000.00","$435,000","6","6","Standard","Standard Sale","VA","2.00","1961","No","","Very Good","NONE AVAILABLE",""
"VASP2028530","RES","CLS","2201 Champions Way","22408","Spotsylvania, VA","Detached","4,215","4","4","","10/16/2024","11/15/24","$650,000.00","$630,000","7","7","Standard","Standard Sale","Conventional","0.17","2020","No","","Excellent","NEW POST ON THE RAPPAHANNOCK","NEW POST"
